amount_tsh,date_recorded,gps_height,basin,region,population,scheme_management,permit,construction_year,extraction_type_class,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,status_group,month_recorded,age
0.0,2013-03-25,1222,Internal,Arusha,150,VWC,True,1970-01-01 00:00:00.000001973,gravity,never pay,good,enough,spring,communal standpipe,non functional,3,43
0.0,2012-12-13,0,Lake Tanganyika,Tabora,0,VWC,True,1970-01-01 00:00:00.000000000,other,never pay,good,dry,spring,communal standpipe,non functional,12,42
0.0,2011-08-05,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,functional,8,41
0.0,2013-01-27,1466,Lake Tanganyika,Kigoma,450,Water authority,True,1970-01-01 00:00:00.000002007,gravity,never pay,good,enough,dam,communal standpipe,functional,1,43
0.0,2011-04-08,0,Lake Rukwa,Mbeya,0,Water Board,True,1970-01-01 00:00:00.000000000,gravity,on failure,good,enough,river/lake,communal standpipe,functional needs repair,4,41
0.0,2013-02-05,343,Ruvuma/Southern Coast,Mtwara,51,VWC,True,1970-01-01 00:00:00.000002005,handpump,never pay,salty,dry,borehole,hand pump,non functional,2,43
0.0,2012-10-10,0,Internal,Shinyanga,0,WUG,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,functional needs repair,10,42
0.0,2011-03-06,890,Rufiji,Morogoro,428,Water Board,True,1970-01-01 00:00:00.000001980,gravity,never pay,good,enough,river/lake,communal standpipe,functional,3,41
0.0,2011-04-01,0,Rufiji,Dodoma,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,insufficient,shallow well,hand pump,functional,4,41
250.0,2013-02-12,1298,Lake Tanganyika,Kigoma,520,Water authority,True,1970-01-01 00:00:00.000002001,gravity,monthly,good,insufficient,river/lake,communal standpipe,functional,2,43
30.0,2013-02-01,307,Ruvuma/Southern Coast,Mtwara,89,VWC,True,1970-01-01 00:00:00.000001976,handpump,per bucket,good,enough,borehole,hand pump,functional,2,43
500.0,2011-02-28,1673,Rufiji,Iringa,250,VWC,False,1970-01-01 00:00:00.000002009,gravity,monthly,good,enough,spring,communal standpipe,non functional,2,41
0.0,2013-03-16,1984,Internal,Arusha,80,VWC,True,1970-01-01 00:00:00.000002012,gravity,on failure,good,insufficient,river/lake,other,non functional,3,43
100.0,2011-03-19,2129,Rufiji,Iringa,0,VWC,False,1970-01-01 00:00:00.000001974,gravity,on failure,good,enough,spring,communal standpipe,functional,3,41
5000.0,2011-03-05,1783,Lake Nyasa,Iringa,0,VWC,False,1970-01-01 00:00:00.000002003,gravity,annually,good,enough,spring,communal standpipe,functional,3,41
50.0,2011-03-30,565,Pangani,Tanga,250,VWC,True,1970-01-01 00:00:00.000002007,submersible,per bucket,good,insufficient,river/lake,communal standpipe,functional,3,41
0.0,2011-03-12,0,Internal,Dodoma,0,VWC,True,1970-01-01 00:00:00.000000000,motorpump,per bucket,good,insufficient,borehole,communal standpipe,functional,3,41
20.0,2013-01-29,506,Ruvuma/Southern Coast,Mtwara,1,VWC,False,1970-01-01 00:00:00.000001988,submersible,per bucket,good,insufficient,borehole,communal standpipe,functional needs repair,1,43
0.0,2013-02-26,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,on failure,good,insufficient,shallow well,hand pump,functional,2,43
10.0,2013-01-21,1806,Internal,Manyara,255,WUG,True,1970-01-01 00:00:00.000002011,handpump,per bucket,good,enough,shallow well,hand pump,functional,1,43
0.0,2013-02-20,977,Rufiji,Ruvuma,130,VWC,True,1970-01-01 00:00:00.000001978,gravity,never pay,good,dry,river/lake,communal standpipe,non functional,2,43
0.0,2012-10-04,0,Internal,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,unknown,salty,insufficient,shallow well,hand pump,functional,10,42
0.0,2011-08-20,0,Lake Tanganyika,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,other,never pay,good,insufficient,rainwater harvesting,communal standpipe,functional,8,41
0.0,2012-11-06,1283,Lake Victoria,Mara,250,WUA,True,1970-01-01 00:00:00.000001972,gravity,unknown,good,dry,river/lake,communal standpipe,non functional,11,42
0.0,2011-03-28,0,Rufiji,Dodoma,0,VWC,True,1970-01-01 00:00:00.000000000,motorpump,per bucket,good,insufficient,borehole,communal standpipe,functional,3,41
0.0,2012-10-12,0,Internal,Tabora,0,VWC,True,1970-01-01 00:00:00.000000000,submersible,per bucket,salty,enough,borehole,communal standpipe,non functional,10,42
0.0,2013-01-19,0,Lake Victoria,Shinyanga,0,Parastatal,False,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,functional needs repair,1,43
0.0,2011-07-17,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,non functional,7,41
0.0,2013-02-05,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,functional needs repair,2,43
0.0,2011-04-19,0,Lake Rukwa,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,handpump,on failure,good,insufficient,shallow well,hand pump,functional,4,41
500.0,2011-02-28,1629,Rufiji,Iringa,80,VWC,False,1970-01-01 00:00:00.000002008,gravity,monthly,good,enough,spring,communal standpipe,functional,2,41
1000.0,2013-02-20,1451,Internal,Singida,321,VWC,True,1970-01-01 00:00:00.000001994,handpump,on failure,good,insufficient,borehole,hand pump,functional,2,43
0.0,2013-01-19,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,functional needs repair,1,43
0.0,2011-07-22,0,Lake Victoria,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,other,monthly,good,seasonal,shallow well,other,non functional,7,41
0.0,2011-02-20,324,Wami/Ruvu,Pwani,2000,VWC,False,1970-01-01 00:00:00.000001995,handpump,never pay,good,insufficient,borehole,hand pump,non functional,2,41
30.0,2011-02-26,-2,Wami/Ruvu,Pwani,80,Company,True,1970-01-01 00:00:00.000001999,motorpump,per bucket,good,enough,river/lake,communal standpipe,functional,2,41
25.0,2013-02-13,1290,Internal,Singida,184,WUA,True,1970-01-01 00:00:00.000002006,submersible,per bucket,good,enough,borehole,communal standpipe,non functional,2,43
0.0,2011-04-17,0,Internal,Dodoma,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,never pay,good,insufficient,spring,communal standpipe,non functional,4,41
6.0,2013-06-03,1460,Pangani,Kilimanjaro,25,Water Board,True,1970-01-01 00:00:00.000002008,gravity,per bucket,good,enough,spring,communal standpipe,functional,6,43
50.0,2011-02-21,2002,Rufiji,Iringa,150,VWC,True,1970-01-01 00:00:00.000002006,gravity,monthly,good,enough,borehole,communal standpipe,non functional,2,41
30.0,2013-01-19,1563,Internal,Singida,208,WUG,True,1970-01-01 00:00:00.000002006,motorpump,per bucket,good,enough,borehole,communal standpipe,functional,1,43
0.0,2013-01-18,1323,Lake Tanganyika,Kigoma,180,VWC,False,1970-01-01 00:00:00.000002002,gravity,unknown,good,insufficient,spring,improved spring,functional,1,43
0.0,2012-10-15,0,Internal,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,other,unknown,good,enough,shallow well,other,functional needs repair,10,42
0.0,2011-03-07,1671,Rufiji,Iringa,35,VWC,False,1970-01-01 00:00:00.000001987,gravity,never pay,good,enough,spring,communal standpipe,functional,3,41
5.0,2013-12-03,1404,Internal,Arusha,200,VWC,True,1970-01-01 00:00:00.000002002,gravity,per bucket,good,enough,river/lake,communal standpipe,functional,12,43
0.0,2011-02-24,-27,Rufiji,Pwani,200,VWC,False,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,borehole,hand pump,functional needs repair,2,41
0.0,2013-02-25,1366,Pangani,Manyara,1,VWC,False,1970-01-01 00:00:00.000002006,submersible,never pay,good,insufficient,borehole,communal standpipe,non functional,2,43
200.0,2011-03-25,257,Rufiji,Morogoro,280,WUA,True,1970-01-01 00:00:00.000001978,gravity,monthly,good,insufficient,river/lake,communal standpipe,functional,3,41
5.0,2013-03-14,849,Pangani,Kilimanjaro,50,Water Board,True,1970-01-01 00:00:00.000001999,gravity,per bucket,good,enough,spring,communal standpipe,non functional,3,43
300.0,2013-02-17,803,Pangani,Kilimanjaro,130,VWC,False,1970-01-01 00:00:00.000001993,gravity,monthly,good,insufficient,spring,communal standpipe,non functional,2,43
300.0,2013-02-26,1327,Pangani,Kilimanjaro,35,Water Board,True,1970-01-01 00:00:00.000001995,gravity,other,good,enough,spring,communal standpipe,non functional,2,43
200.0,2013-03-23,637,Pangani,Kilimanjaro,90,Water authority,True,1970-01-01 00:00:00.000002002,gravity,monthly,good,insufficient,spring,communal standpipe,functional needs repair,3,43
0.0,2013-01-21,380,Ruvuma/Southern Coast,Lindi,380,VWC,False,1970-01-01 00:00:00.000001981,other,never pay,milky,seasonal,shallow well,other,non functional,1,43
100.0,2013-03-17,71,Wami/Ruvu,Dar es Salaam,120,Private operator,False,1970-01-01 00:00:00.000002010,submersible,per bucket,good,enough,borehole,communal standpipe,functional,3,43
0.0,2011-03-05,348,Wami/Ruvu,Morogoro,1,VWC,True,1970-01-01 00:00:00.000002011,rope pump,never pay,good,enough,shallow well,hand pump,functional,3,41
0.0,2011-08-01,0,Lake Victoria,Kagera,0,WUG,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,insufficient,spring,communal standpipe,functional,8,41
0.0,2012-10-18,0,Internal,Tabora,0,Private operator,False,1970-01-01 00:00:00.000000000,handpump,never pay,salty,dry,shallow well,hand pump,non functional,10,42
300.0,2013-01-22,1125,Lake Tanganyika,Kigoma,450,Water authority,False,1970-01-01 00:00:00.000002005,handpump,on failure,good,enough,shallow well,hand pump,functional,1,43
0.0,2013-01-30,1017,Lake Tanganyika,Kigoma,750,WUG,True,1970-01-01 00:00:00.000001985,gravity,unknown,good,insufficient,river/lake,communal standpipe,non functional,1,43
0.0,2013-01-18,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,never pay,good,insufficient,shallow well,hand pump,functional needs repair,1,43
0.0,2012-10-27,0,Lake Tanganyika,Tabora,0,VWC,False,1970-01-01 00:00:00.000000000,handpump,never pay,good,insufficient,shallow well,hand pump,functional,10,42
5000.0,2013-07-03,504,Pangani,Kilimanjaro,240,Water authority,True,1970-01-01 00:00:00.000002012,gravity,annually,good,enough,river/lake,communal standpipe,functional,7,43
20.0,2013-01-20,300,Ruvuma/Southern Coast,Lindi,1200,VWC,True,1970-01-01 00:00:00.000001996,handpump,per bucket,good,enough,borehole,hand pump,functional,1,43
0.0,2013-02-02,2017,Internal,Manyara,1,VWC,True,1970-01-01 00:00:00.000002012,gravity,never pay,good,enough,river/lake,other,non functional,2,43
0.0,2011-07-22,0,Lake Victoria,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,functional,7,41
2400.0,2011-03-10,255,Rufiji,Morogoro,815,Company,True,1970-01-01 00:00:00.000001995,gravity,monthly,good,enough,river/lake,communal standpipe,functional,3,41
0.0,2012-10-20,0,Internal,Shinyanga,0,VWC,True,1970-01-01 00:00:00.000000000,other,never pay,good,seasonal,shallow well,other,non functional,10,42
0.0,2011-08-11,827,Lake Rukwa,Rukwa,250,VWC,True,1970-01-01 00:00:00.000001972,gravity,never pay,good,enough,river/lake,other,functional needs repair,8,41
0.0,2011-04-17,0,Internal,Dodoma,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,never pay,good,enough,spring,communal standpipe,non functional,4,41
0.0,2013-03-29,1566,Pangani,Kilimanjaro,210,Water authority,True,1970-01-01 00:00:00.000002003,gravity,never pay,good,insufficient,river/lake,communal standpipe,functional needs repair,3,43
0.0,2011-03-15,706,Lake Nyasa,Iringa,41,VWC,False,1970-01-01 00:00:00.000002007,gravity,on failure,good,enough,river/lake,communal standpipe,functional,3,41
0.0,2011-03-26,383,Pangani,Tanga,100,VWC,False,1970-01-01 00:00:00.000002002,gravity,never pay,good,seasonal,spring,communal standpipe,functional,3,41
1000.0,2013-02-16,708,Pangani,Kilimanjaro,60,VWC,True,1970-01-01 00:00:00.000002008,gravity,monthly,good,insufficient,spring,other,non functional,2,43
50.0,2013-02-12,1551,Internal,Manyara,126,Water Board,False,1970-01-01 00:00:00.000001997,submersible,per bucket,salty,insufficient,borehole,communal standpipe,functional,2,43
2500.0,2013-02-13,673,Ruvuma/Southern Coast,Ruvuma,1,VWC,False,1970-01-01 00:00:00.000002001,handpump,annually,good,insufficient,borehole,hand pump,non functional,2,43
10.0,2013-04-03,1392,Pangani,Kilimanjaro,80,Water Board,True,1970-01-01 00:00:00.000001999,gravity,per bucket,good,enough,spring,communal standpipe,functional,4,43
500.0,2011-03-27,1248,Rufiji,Iringa,105,WUA,True,1970-01-01 00:00:00.000001978,gravity,monthly,good,enough,river/lake,communal standpipe,functional,3,41
20.0,2011-04-17,0,Wami/Ruvu,Morogoro,1100,VWC,True,1970-01-01 00:00:00.000001984,submersible,per bucket,good,insufficient,borehole,communal standpipe,functional,4,41
0.0,2012-10-12,0,Lake Tanganyika,Shinyanga,0,WUG,True,1970-01-01 00:00:00.000000000,other,unknown,good,enough,shallow well,other,non functional,10,42
5.0,2013-02-04,1134,Pangani,Kilimanjaro,40,Water Board,True,1970-01-01 00:00:00.000002007,gravity,per bucket,good,enough,river/lake,communal standpipe,functional,2,43
1200.0,2013-02-13,896,Ruvuma/Southern Coast,Ruvuma,0,VWC,True,1970-01-01 00:00:00.000002000,gravity,annually,good,enough,river/lake,communal standpipe,functional,2,43
0.0,2011-03-07,159,Wami/Ruvu,Pwani,300,VWC,False,1970-01-01 00:00:00.000002002,handpump,never pay,good,seasonal,shallow well,hand pump,functional,3,41
0.0,2011-03-21,182,Wami/Ruvu,Morogoro,240,VWC,True,1970-01-01 00:00:00.000002000,handpump,on failure,salty,insufficient,shallow well,hand pump,non functional,3,41
50.0,2013-02-22,217,Ruvuma/Southern Coast,Mtwara,200,VWC,True,1970-01-01 00:00:00.000002011,motorpump,per bucket,good,enough,borehole,communal standpipe,functional,2,43
0.0,2011-03-03,461,Wami/Ruvu,Morogoro,95,WUG,True,1970-01-01 00:00:00.000002010,handpump,never pay,salty,insufficient,shallow well,hand pump,non functional,3,41
0.0,2011-08-11,0,Lake Rukwa,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,other,on failure,good,seasonal,shallow well,other,non functional,8,41
0.0,2012-11-05,0,Internal,Shinyanga,0,VWC,True,1970-01-01 00:00:00.000000000,other,never pay,good,insufficient,shallow well,hand pump,non functional,11,42
100.0,2011-03-01,2027,Lake Nyasa,Iringa,0,VWC,False,1970-01-01 00:00:00.000002002,gravity,monthly,good,enough,spring,communal standpipe,functional,3,41
0.0,2013-02-15,1343,Lake Victoria,Shinyanga,500,WUG,False,1970-01-01 00:00:00.000001997,handpump,never pay,good,insufficient,shallow well,hand pump,functional needs repair,2,43
0.0,2013-04-03,882,Ruvuma/Southern Coast,Ruvuma,650,VWC,True,1970-01-01 00:00:00.000001996,handpump,on failure,good,dry,shallow well,hand pump,non functional,4,43
2400.0,2011-03-17,1668,Rufiji,Iringa,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,annually,good,enough,spring,communal standpipe,non functional,3,41
0.0,2013-02-27,1623,Internal,Kilimanjaro,1,Company,True,1970-01-01 00:00:00.000002009,gravity,monthly,good,enough,spring,communal standpipe,non functional,2,43
0.0,2011-07-28,0,Lake Nyasa,Mbeya,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,monthly,good,dry,spring,communal standpipe,non functional,7,41
0.0,2013-02-07,1325,Lake Tanganyika,Kigoma,140,VWC,False,1970-01-01 00:00:00.000002003,gravity,unknown,good,enough,river/lake,communal standpipe,functional,2,43
0.0,2011-02-16,281,Wami/Ruvu,Pwani,200,Private operator,False,1970-01-01 00:00:00.000002009,gravity,never pay,good,insufficient,rainwater harvesting,communal standpipe,functional,2,41
0.0,2011-07-30,0,Lake Nyasa,Mbeya,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,dry,spring,communal standpipe,non functional,7,41
0.0,2013-03-23,1401,Internal,Arusha,400,VWC,True,1970-01-01 00:00:00.000001993,handpump,unknown,good,seasonal,shallow well,hand pump,non functional,3,43
0.0,2013-01-20,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,other,never pay,unknown,dry,shallow well,other,non functional,1,43
0.0,2011-03-12,525,Rufiji,Morogoro,300,Company,True,1970-01-01 00:00:00.000001975,gravity,never pay,good,enough,river/lake,communal standpipe,functional,3,41
0.0,2011-03-16,742,Pangani,Tanga,200,VWC,False,1970-01-01 00:00:00.000001983,handpump,never pay,unknown,unknown,shallow well,hand pump,non functional,3,41
0.0,2013-01-23,1166,Lake Victoria,Mara,3000,VWC,True,1970-01-01 00:00:00.000002012,gravity,unknown,good,unknown,river/lake,cattle trough,non functional,1,43
2000.0,2013-02-27,819,Ruvuma/Southern Coast,Ruvuma,500,WUG,False,1970-01-01 00:00:00.000001998,handpump,monthly,good,insufficient,shallow well,hand pump,functional,2,43
0.0,2013-03-19,1071,Pangani,Arusha,150,VWC,True,1970-01-01 00:00:00.000002008,gravity,never pay,good,insufficient,spring,communal standpipe,functional,3,43
5000.0,2013-01-31,1176,Lake Rukwa,Rukwa,160,VWC,True,1970-01-01 00:00:00.000001986,other,annually,good,dry,borehole,hand pump,non functional,1,43
0.0,2013-03-21,21,Wami/Ruvu,Dar es Salaam,1,WUG,False,1970-01-01 00:00:00.000002010,other,unknown,milky,enough,borehole,other,non functional,3,43
200.0,2013-02-26,763,Ruvuma/Southern Coast,Ruvuma,250,WUG,False,1970-01-01 00:00:00.000002000,handpump,monthly,good,insufficient,shallow well,hand pump,functional,2,43
0.0,2012-11-05,0,Internal,Shinyanga,0,VWC,True,1970-01-01 00:00:00.000000000,motorpump,never pay,good,enough,borehole,communal standpipe,non functional,11,42
0.0,2011-08-05,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,unknown,unknown,dry,river/lake,communal standpipe,non functional,8,41
0.0,2012-10-13,0,Internal,Shinyanga,0,Parastatal,False,1970-01-01 00:00:00.000000000,gravity,per bucket,good,seasonal,rainwater harvesting,communal standpipe,functional,10,42
0.0,2013-02-20,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,functional,2,43
0.0,2013-02-28,983,Ruvuma/Southern Coast,Ruvuma,0,VWC,True,1970-01-01 00:00:00.000001987,gravity,never pay,good,enough,river/lake,communal standpipe,functional,2,43
0.0,2011-03-24,0,Wami/Ruvu,Dodoma,0,VWC,False,1970-01-01 00:00:00.000000000,submersible,per bucket,salty,dry,borehole,communal standpipe,non functional,3,41
0.0,2011-07-08,0,Lake Tanganyika,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,insufficient,shallow well,hand pump,non functional,7,41
0.0,2013-03-26,1599,Pangani,Kilimanjaro,1,Water Board,True,1970-01-01 00:00:00.000001999,gravity,monthly,good,enough,spring,communal standpipe,functional,3,43
3000.0,2011-03-08,911,Rufiji,Iringa,1,VWC,True,1970-01-01 00:00:00.000001984,gravity,annually,good,enough,spring,communal standpipe,functional,3,41
0.0,2012-10-08,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,functional,10,42
0.0,2012-11-05,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,borehole,hand pump,functional,11,42
0.0,2011-07-24,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,insufficient,borehole,hand pump,functional,7,41
2200.0,2011-02-28,1835,Lake Nyasa,Iringa,500,WUA,True,1970-01-01 00:00:00.000002005,gravity,annually,good,enough,spring,communal standpipe,functional,2,41
500.0,2011-02-24,1619,Lake Nyasa,Iringa,20,VWC,False,1970-01-01 00:00:00.000002008,gravity,annually,good,enough,spring,communal standpipe,functional,2,41
